station_code,station_name,station_name_korean,network_category_code,network_category,country,province,city,latitude,longitude,elevation_m,address,river_basin,source_agency,monitoring_agency,operation_status,operation_start_year,river_system,large_watershed,middle_watershed,measurement_cycle
1004D63,Chungdojeosuji,충도저수지,D,Agricultural water,South Korea,Chungcheongbuk-do,Koesan,36.911933,127.7293,,충청북도 음성군 소이면 충도리,Han River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,한강,한강,달천,분기1회
1004D66,Oseongjeosuji,오성저수지,D,Agricultural water,South Korea,Chungcheongbuk-do,Koesan,36.891072,127.701114,,충청북도 음성군 원남면 구안리,Han River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,한강,한강,달천,분기1회
1004D69,Sosujeosuji,소수저수지,D,Agricultural water,South Korea,Chungcheongbuk-do,Koesan,36.870864,127.719222,,충청북도 괴산군 소수면 길선리,Han River,NIER Water Environment Information System,한국농어촌공사,운영중,1999,한강,한강,달천,분기1회
1004D72,Hadangjeosuji,하당저수지,D,Agricultural water,South Korea,Chungcheongbuk-do,Koesan,36.909225,127.668839,,충청북도 음성군 원남면 하당리,Han River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,한강,한강,달천,분기1회
1004D75,Daegokjeosuji,대곡저수지,D,Agricultural water,South Korea,Chungcheongbuk-do,Koesan,36.890206,127.79905,,충청북도 괴산군 불정면 앵천리,Han River,NIER Water Environment Information System,한국농어촌공사,운영중,2016,한강,한강,달천,분기1회
1004D78,Sinheungjeosuji,신흥저수지,D,Agricultural water,South Korea,Chungcheongbuk-do,Koesan,36.872731,127.789867,,충청북도 괴산군 불정면 신흥리,Han River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,한강,한강,달천,분기1회
1005A20,Yeongdeokcheon,영덕천,A,River or stream,South Korea,Gangwon-do,Wonju,37.0745,127.9309,,충청북도 충주시 산척면 영덕리,Han River,NIER Water Environment Information System,충청북도 보건환경연구원,운영중,1994,한강,한강,충주댐하류,월1회
1005A30,Jungwon,중원,A,River or stream,South Korea,Chungcheongbuk-do,Koesan,37.076,127.881,,충청북도 충주시 중앙탑면 장천리,Han River,NIER Water Environment Information System,원주지방환경청,운영중,1994,한강,한강,충주댐하류,주1회
1005A40,Angseongcheon,앙성천,A,River or stream,South Korea,Gyeonggi-do,Yeoju,37.1085,127.7358,,충청북도 충주시 앙성면 본평리,Han River,NIER Water Environment Information System,충청북도 보건환경연구원,운영중,1994,한강,한강,충주댐하류,월1회
1005A50,Deogeun-ri,덕은리,A,River or stream,South Korea,Gyeonggi-do,Yeoju,37.1269,127.7963,,충청북도 충주시 소태면 덕은리,Han River,NIER Water Environment Information System,원주지방환경청,운영중,1994,한강,한강,충주댐하류,주1회
1005A55,Ungyecheon,운계천,A,River or stream,South Korea,Gyeonggi-do,Yeoju,37.146,127.7971,,강원도 원주시 부론면 단강리,Han River,NIER Water Environment Information System,한강통합물환경센터,운영중,2012,한강,한강,충주댐하류,주1회
1005A60,Wonju,원주,A,River or stream,South Korea,Gyeonggi-do,Yeoju,37.205106,127.746119,,강원도 원주시 부론면 법천리,Han River,NIER Water Environment Information System,한강통합물환경센터,운영중,1994,한강,한강,충주댐하류,주1회
1005B10,Chungjujojeongjidam2,충주조정지댐2,B,Lake or reservoir,South Korea,Chungcheongbuk-do,Koesan,37.017567,127.868747,,충청북도 충주시 중앙탑면 탑평리,Han River,NIER Water Environment Information System,한국수자원공사,운영중,1992,한강,한강,충주댐하류,월1회
1005B20,Chungjujojeongjidam1,충주조정지댐1,B,Lake or reservoir,South Korea,Chungcheongbuk-do,Koesan,37.041944,127.863556,,충청북도 충주시 금가면,Han River,NIER Water Environment Information System,한국수자원공사,운영중,1992,한강,한강,충주댐하류,월1회
1005D10,Songokjeosuji,손곡저수지,D,Agricultural water,South Korea,Gyeonggi-do,Yeoju,37.221961,127.795856,,강원도 원주시 부론면 손곡리,Han River,NIER Water Environment Information System,한국농어촌공사,운영중,1999,한강,한강,충주댐하류,분기1회
1005D20,Unnamjeosuji,운남저수지,D,Agricultural water,South Korea,Gangwon-do,Wonju,37.180331,127.910933,,강원도 원주시 귀래면 운남리,Han River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,한강,한강,충주댐하류,분기1회
1005D30,Daedeokjeosuji,대덕저수지,D,Agricultural water,South Korea,Gyeonggi-do,Yeoju,37.057442,127.709967,,충청북도 충주시 노은면 대덕리,Han River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,한강,한강,충주댐하류,분기1회
1005D40,Mojeomjeosuji,모점저수지,D,Agricultural water,South Korea,Gyeonggi-do,Yeoju,37.156322,127.737353,,충청북도 충주시 앙성면 모점리,Han River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,한강,한강,충주댐하류,분기1회
1005D50,Bokseongjeosuji,복성저수지,D,Agricultural water,South Korea,Gyeonggi-do,Yeoju,37.107831,127.720519,,충청북도 충주시 앙성면 지당리,Han River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,한강,한강,충주댐하류,분기1회
1005D60,Songgangjeosuji,송강저수지,D,Agricultural water,South Korea,Gangwon-do,Wonju,37.117564,127.964483,,충청북도 충주시 산척면 송강리,Han River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,한강,한강,충주댐하류,분기1회
1005D70,Chupyeongjeosuji,추평저수지,D,Agricultural water,South Korea,Gangwon-do,Wonju,37.126944,127.935556,,충청북도 충주시 엄정면 추평리,Han River,NIER Water Environment Information System,한국농어촌공사,운영중,1994,한강,한강,충주댐하류,분기1회
1005D80,Guryongjeosuji,구룡(충주)저수지,D,Agricultural water,South Korea,Gangwon-do,Wonju,37.138886,127.881936,,충청북도 충주시 소태면 구룡리,Han River,NIER Water Environment Information System,한국농어촌공사,운영중,2016,한강,한강,충주댐하류,분기1회
1006A05,Yudongcheon,유동천1,A,River or stream,South Korea,Gangwon-do,Seoseok,37.5685,128.1459,,강원도 횡성군 청일면 유평리,Han River,NIER Water Environment Information System,강원특별자치도 보건환경연구원,운영중,1994,한강,한강,섬강,월1회
1006A10,Yudongcheon2,유동천2,A,River or stream,South Korea,Gangwon-do,Seoseok,37.566639,128.118472,,강원도 횡성군 갑천면 율동리,Han River,NIER Water Environment Information System,한국수자원공사,운영중,2001,한강,한강,섬강,월1회
1006A15,Gyecheon1,계천1,A,River or stream,South Korea,Gangwon-do,Seoseok,37.539,128.0989,,강원도 횡성군 갑천면 포동리,Han River,NIER Water Environment Information System,강원특별자치도 보건환경연구원,운영중,1994,한강,한강,섬강,월1회
1006A20,Daegwandaecheon,대관대천,A,River or stream,South Korea,Gangwon-do,Hongch'on,37.5662,128.044,,강원도 횡성군 갑천면 전촌리,Han River,NIER Water Environment Information System,강원특별자치도 보건환경연구원,운영중,1994,한강,한강,섬강,월1회
1006A25,Gyecheon2,계천2,A,River or stream,South Korea,Gangwon-do,Wonju,37.5332,128.0118,,강원도 횡성군 공근면 수백리,Han River,NIER Water Environment Information System,강원특별자치도 보건환경연구원,운영중,1994,한강,한강,섬강,월1회
1006A30,Geumgyecheon,금계천2,A,River or stream,South Korea,Gangwon-do,Wonju,37.5206,127.9913,,강원도 횡성군 공근면 오산리,Han River,NIER Water Environment Information System,강원특별자치도 보건환경연구원,운영중,1994,한강,한강,섬강,월1회
1006A35,Jeoncheon,전천,A,River or stream,South Korea,Gangwon-do,Wonju,37.482472,127.981694,,강원도 횡성군 횡성읍 교항리,Han River,NIER Water Environment Information System,강원특별자치도 보건환경연구원,운영중,1994,한강,한강,섬강,월1회
1006A38,섬강1,섬강1,A,River or stream,South Korea,Gangwon-do,Wonju,37.486164,127.968689,,강원도 횡성군 횡성읍 가담리,Han River,NIER Water Environment Information System,한강유역환경청,운영중,2022,한강,한강,섬강,주1회
1006A40,Seomgang1,섬강2,A,River or stream,South Korea,Gangwon-do,Wonju,37.466056,127.968833,,강원도 횡성군 횡성읍 묵계리,Han River,NIER Water Environment Information System,원주지방환경청,운영중,1995,한강,한강,섬강,월1회
1006A45,Seomgang2,섬강3,A,River or stream,South Korea,Gangwon-do,Wonju,37.4288,127.9218,,강원도 원주시 호저면 옥산리,Han River,NIER Water Environment Information System,한강통합물환경센터,운영중,1994,한강,한강,섬강,주1회
1006A50,Wonjucheon1,원주천1,A,River or stream,South Korea,Gangwon-do,Wonju,37.341639,127.963583,,강원도 원주시 개운동,Han River,NIER Water Environment Information System,원주지방환경청,운영중,1994,한강,한강,섬강,월1회
1006A55,Wonjucheon2,원주천2,A,River or stream,South Korea,Gangwon-do,Wonju,37.412639,127.916694,,강원도 원주시 호저면 주산리,Han River,NIER Water Environment Information System,원주지방환경청,운영중,1994,한강,한강,섬강,월1회
1006A58,이리천,이리천,A,River or stream,South Korea,Gangwon-do,Wonju,37.410317,127.869367,,강원도 횡성군 서원면 옥계리,Han River,NIER Water Environment Information System,한강유역환경청,운영중,2022,한강,한강,섬강,주1회
1006A60,Seomgang3,섬강4,A,River or stream,South Korea,Gangwon-do,Wonju,37.362333,127.832694,,강원도 원주시 지정면 간현리,Han River,NIER Water Environment Information System,원주지방환경청,운영중,1994,한강,한강,섬강,월1회
1006A63,Samsancheon,삼산천,A,River or stream,South Korea,Gangwon-do,Wonju,37.393389,127.781611,,강원도 원주시 지정면 판대리,Han River,NIER Water Environment Information System,한강유역환경청,운영중,2016,한강,한강,섬강,주1회
1006A65,Seogokcheon,서곡천,A,River or stream,South Korea,Gangwon-do,Wonju,37.341278,127.850611,,강원도 원주시 지정면 간현리,Han River,NIER Water Environment Information System,원주지방환경청,운영중,1994,한강,한강,섬강,월1회
1006A70,Seomgang4,섬강5,A,River or stream,South Korea,Gangwon-do,Wonju,37.304889,127.809389,,강원도 원주시 문막읍 문막리,Han River,NIER Water Environment Information System,원주지방환경청,운영중,1994,한강,한강,섬강,월1회
1006A80,Seomgang4-1,섬강6,A,River or stream,South Korea,Gyeonggi-do,Yeoju,37.2421,127.7476,,강원도 원주시 부론면 흥호리,Han River,NIER Water Environment Information System,한강통합물환경센터,운영중,2007,한강,한강,섬강,주1회
1006B10,Hoengseongdam3,횡성댐3,B,Lake or reservoir,South Korea,Gangwon-do,Seoseok,37.543056,128.088333,,강원도 횡성군 갑천면 구방리,Han River,NIER Water Environment Information System,한국수자원공사,운영중,2001,한강,한강,섬강,월1회
1006B20,Hoengseongdam2,횡성댐2,B,Lake or reservoir,South Korea,Gangwon-do,Seoseok,37.557528,128.066361,,강원도 횡성군 갑천면 부동리,Han River,NIER Water Environment Information System,한국수자원공사,운영중,2001,한강,한강,섬강,월1회
1006B30,Hoengseongdam1,횡성댐1,B,Lake or reservoir,South Korea,Gangwon-do,Hongch'on,37.542489,128.032725,,강원도 횡성군 갑천면 대관대리,Han River,NIER Water Environment Information System,한국수자원공사,운영중,2001,한강,한강,섬강,월1회
1006D05,Hagungjeosuji,하궁저수지,D,Agricultural water,South Korea,Gangwon-do,Seoseok,37.487469,128.1392,,강원도 횡성군 우천면 하궁리,Han River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,한강,한강,섬강,분기1회
1006D10,Owonjeosuji,오원저수지,D,Agricultural water,South Korea,Gangwon-do,Wonju,37.436592,128.105097,,강원도 횡성군 우천면 오원리,Han River,NIER Water Environment Information System,한국농어촌공사,운영중,1999,한강,한강,섬강,분기1회
1006D15,Hakgokjeosuji,우천저수지,D,Agricultural water,South Korea,Gangwon-do,Wonju,37.442883,128.056531,,강원도 원주시 소초면 학곡리,Han River,NIER Water Environment Information System,한국농어촌공사,운영중,1997,한강,한강,섬강,분기1회
1006D20,Jwaunjeosuji,좌운저수지,D,Agricultural water,South Korea,Gangwon-do,Hongch'on,37.639508,128.030072,,강원도 홍천군 영귀미면 좌운리,Han River,NIER Water Environment Information System,한국농어촌공사,운영중,2004,한강,한강,섬강,분기1회
1006D25,Sambaejeosuji,삼배저수지,D,Agricultural water,South Korea,Gangwon-do,Hongch'on,37.5698,128.006086,,강원도 횡성군 공근면 삼배리,Han River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,한강,한강,섬강,분기1회
1006D30,Chudongjeosuji,추동저수지,D,Agricultural water,South Korea,Gangwon-do,Seoseok,37.564533,128.059264,,강원도 횡성군 갑천면 추동리,Han River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,한강,한강,섬강,분기1회
1006D35,Gosanjeosuji,고산저수지,D,Agricultural water,South Korea,Gangwon-do,Wonju,37.466981,127.919472,,강원도 원주시 호저면 고산리,Han River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,한강,한강,섬강,분기1회
1006D40,Heungeopjeosuji,흥업저수지,D,Agricultural water,South Korea,Gangwon-do,Wonju,37.282872,127.906425,,강원도 원주시 흥업면 매지리,Han River,NIER Water Environment Information System,한국농어촌공사,운영중,1994,한강,한강,섬강,분기1회
